number,GaiaDR2,teff_xgboost,mh_xgboost,logg_xgboost,Mass5R,P_B,protD,age_seisfit,age_tefffit,ages_rotfit
450,604914601402325504,4978.8,0.01,3.313,1.306,-9999.0,-9999.0,4.308866464093932,1.8724376467550732,-9999.0
451,604917934296936704,4821.8,-0.008,2.966,1.402,-9999.0,-9999.0,3.3773265626857487,2.295701946880636,-9999.0
452,604922748956025216,4966.6,0.019,3.241,1.312,-9999.0,-9999.0,4.280459236841592,1.5368120483045609,-9999.0
453,604915739569261184,5587.8,0.003,3.829,-9999.0,-9999.0,-9999.0,-9999.0,5.23667066673239,-9999.0
454,604918591427678848,5912.3,-0.074,3.887,1.72,-9999.0,-9999.0,1.295684439399767,5.148270990038279,-9999.0
455,604918316549771264,6038.8,-0.059,3.965,-9999.0,-9999.0,-9999.0,-9999.0,5.381352154073372,-9999.0
456,604904847532342528,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
457,604918522708195584,4996.6,0.038,3.457,1.457,-9999.0,-9999.0,2.8710451783508066,2.3019340908365793,-9999.0
458,604913952863074688,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
459,604924393927734528,5591.1,0.014,3.799,1.304,-9999.0,-9999.0,3.9578791322693068,4.492091363252718,-9999.0
460,604969787437705216,6109.8,-0.058,4.005,-9999.0,-9999.0,-9999.0,-9999.0,5.083142251261052,-9999.0
461,604905500367349888,5359.9,-0.003,3.789,1.372,-9999.0,-9999.0,3.2573831108361415,5.0238850184089285,-9999.0
462,604899831010539904,6060.8,-0.012,4.275,-9999.0,-9999.0,-9999.0,-9999.0,5.081205220739381,-9999.0
463,604907454576711040,6036.9,0.023,4.199,-9999.0,-9999.0,-9999.0,-9999.0,5.192246383212628,-9999.0
464,604973085972551296,6033.6,0.1,4.228,-9999.0,-9999.0,-9999.0,-9999.0,4.8060217241198275,-9999.0
465,604894707113832704,6039.3,-0.054,3.933,-9999.0,-9999.0,-9999.0,-9999.0,4.987090986565108,-9999.0
466,604930544320911744,6025.2,-0.025,4.293,-9999.0,18.1,-9999.0,-9999.0,5.187287240720514,3.2286087623781556
467,598890347129151104,5991.3,-0.094,4.255,-9999.0,-9999.0,-9999.0,-9999.0,6.952896402552693,-9999.0
468,604977106061961984,5958.3,0.011,4.106,-9999.0,-9999.0,-9999.0,-9999.0,6.4046860281056945,-9999.0
469,598886052161851264,5970.4,-0.042,4.117,-9999.0,-9999.0,-9999.0,-9999.0,7.083633880416815,-9999.0
470,604917732434252032,4944.7,-0.029,4.555,-9999.0,-9999.0,-9999.0,-9999.0,11.44770072344495,-9999.0
471,604918041671892352,6032.2,0.0,4.233,-9999.0,-9999.0,-9999.0,-9999.0,5.642974966382094,-9999.0
472,604920653012018688,5993.7,-0.03,4.262,-9999.0,-9999.0,-9999.0,-9999.0,6.189855651667413,-9999.0
473,604917831217725312,6004.5,0.05,4.021,-9999.0,-9999.0,-9999.0,-9999.0,5.186544713863675,-9999.0
474,604917388836860544,5839.9,-0.029,3.865,-9999.0,-9999.0,-9999.0,-9999.0,4.974937633267525,-9999.0
475,604921271487287296,6071.9,-0.054,3.984,-9999.0,-9999.0,-9999.0,-9999.0,5.19073615857159,-9999.0
476,604917972952399232,5950.8,0.026,3.946,-9999.0,-9999.0,-9999.0,-9999.0,5.160225231778673,-9999.0
477,604919690939411456,4931.2,0.043,3.178,1.26,-9999.0,-9999.0,4.992791793106121,1.5398763187086095,-9999.0
478,604916667282344576,5573.2,0.056,3.793,-9999.0,-9999.0,-9999.0,-9999.0,4.301394184414451,-9999.0
479,604904533998990592,6082.2,-0.035,4.082,-9999.0,-9999.0,-9999.0,-9999.0,5.697592651526184,-9999.0
480,604922886394972160,6112.2,0.006,4.074,-9999.0,-9999.0,-9999.0,-9999.0,4.836240801296965,-9999.0
481,604969031523465728,6019.4,-0.047,4.258,-9999.0,-9999.0,-9999.0,-9999.0,6.060446136840515,-9999.0
482,604910688687928576,6103.6,-0.033,4.222,-9999.0,-9999.0,-9999.0,-9999.0,5.254226895339384,-9999.0
483,604923470510324224,5110.2,0.03,3.532,1.152,-9999.0,-9999.0,6.759688200842299,1.679021133761716,-9999.0
484,604907115275046656,6010.7,0.015,4.102,-9999.0,-9999.0,-9999.0,-9999.0,6.055482356899231,-9999.0
485,604924531366686080,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
486,604970783870106624,6015.4,-0.082,4.039,-9999.0,-9999.0,-9999.0,-9999.0,6.262596900051393,-9999.0
487,604948346960902016,5915.4,-0.032,4.058,-9999.0,-9999.0,-9999.0,-9999.0,7.226385297158919,-9999.0
488,604973017253073536,6108.7,-0.031,4.274,-9999.0,-9999.0,-9999.0,-9999.0,4.75270684543866,-9999.0
489,604900690003981312,6101.4,-0.072,4.247,-9999.0,-9999.0,-9999.0,-9999.0,5.440038465303312,-9999.0
490,604961163143414912,6128.9,0.108,4.297,-9999.0,-9999.0,-9999.0,-9999.0,3.0519912696629667,-9999.0
491,604893676321680128,5877.5,-0.082,4.289,-9999.0,-9999.0,-9999.0,-9999.0,8.229839458022994,-9999.0
492,604975796096306432,6022.5,-0.021,4.232,-9999.0,-9999.0,-9999.0,-9999.0,5.998071748590469,-9999.0
493,604950477264649600,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
494,604931064012660992,6005.4,0.035,4.219,-9999.0,-9999.0,-9999.0,-9999.0,5.425227359890066,-9999.0
495,604891992694503040,6123.9,0.064,4.305,-9999.0,-9999.0,-9999.0,-9999.0,3.2487594414009933,-9999.0
496,604930067580245888,6118.4,-0.009,4.236,-9999.0,-9999.0,-9999.0,-9999.0,4.748791387463467,-9999.0
497,604968103810569856,6054.8,0.068,4.179,-9999.0,-9999.0,-9999.0,-9999.0,5.055309336431655,-9999.0
498,598885738628962432,5992.5,0.006,4.27,-9999.0,-9999.0,-9999.0,-9999.0,5.768850875362799,-9999.0
499,598884952650222336,6016.1,-0.007,4.126,-9999.0,-9999.0,-9999.0,-9999.0,5.880904061349005,-9999.0
500,598884746491793024,5980.5,0.012,4.071,-9999.0,-9999.0,-9999.0,-9999.0,6.065039434954913,-9999.0
501,598959032246073216,4914.8,0.104,3.169,1.316,-9999.0,-9999.0,4.435161643241703,1.3488172430012562,-9999.0
502,604917629355037568,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
503,604917491916095872,4908.1,-0.206,3.562,-9999.0,-9999.0,-9999.0,-9999.0,12.814174410168857,-9999.0
504,604917865577461888,6110.5,-0.143,4.011,-9999.0,-9999.0,-9999.0,-9999.0,5.6624314260483075,-9999.0
505,604911341522929536,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
506,604916559907415040,5638.6,-0.021,3.798,-9999.0,-9999.0,-9999.0,-9999.0,4.50701282941217,-9999.0
507,604917934296938240,5922.1,-0.058,3.939,-9999.0,-9999.0,-9999.0,-9999.0,5.770038563200467,-9999.0
508,604916770361557504,5106.5,-0.083,3.578,1.27,-9999.0,-9999.0,4.366745829439134,3.2790054823383947,-9999.0
509,604910340794779264,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
510,604922920754523136,6020.8,-0.018,4.1,-9999.0,-9999.0,-9999.0,-9999.0,6.220049837026692,-9999.0
511,604923607949288064,5989.4,-0.126,4.307,-9999.0,-9999.0,-9999.0,-9999.0,6.679897401269685,-9999.0
512,604897906865245440,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
513,604906290641339776,6036.7,-0.018,4.097,-9999.0,-9999.0,-9999.0,-9999.0,6.042664309017867,-9999.0
514,604915499051114496,5945.5,-0.033,4.042,-9999.0,-9999.0,-9999.0,-9999.0,6.762160097020028,-9999.0
515,604943880195096320,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
516,604896150222841088,6064.1,-0.072,4.208,-9999.0,-9999.0,-9999.0,-9999.0,6.138222600746006,-9999.0
517,604895089366706304,5652.7,0.078,4.326,-9999.0,-9999.0,-9999.0,-9999.0,9.806203984209331,-9999.0
518,604899453053404160,5997.0,-0.039,4.229,-9999.0,-9999.0,-9999.0,-9999.0,6.517253857380362,-9999.0
519,598902682275232640,6000.1,-0.138,4.295,-9999.0,-9999.0,-9999.0,-9999.0,6.820245388535582,-9999.0
520,604996347515377792,5956.6,-0.055,4.242,-9999.0,-9999.0,-9999.0,-9999.0,7.158046226249885,-9999.0
521,604968752349766912,5959.7,0.113,4.306,-9999.0,-9999.0,-9999.0,-9999.0,4.892101779916525,-9999.0
522,604977071702225280,5993.4,0.026,4.258,-9999.0,-9999.0,-9999.0,-9999.0,5.703379209489214,-9999.0
523,604701128643010816,5982.8,-0.036,4.139,-9999.0,-9999.0,-9999.0,-9999.0,6.9393627609963495,-9999.0
524,605004387694123136,6069.6,0.001,4.295,-9999.0,-9999.0,-9999.0,-9999.0,4.642414551406463,-9999.0
525,604917629355039360,4663.8,-0.314,4.307,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
526,604918106095629952,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
527,604918076031622144,6011.2,0.024,4.067,-9999.0,-9999.0,-9999.0,-9999.0,5.558692533867871,-9999.0
528,604917560635577472,6056.0,0.016,4.027,-9999.0,-9999.0,-9999.0,-9999.0,5.05134868458799,-9999.0
529,604917281461922432,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
530,604916422468464768,5992.9,-0.091,4.079,-9999.0,-9999.0,-9999.0,-9999.0,6.707913783402576,-9999.0
531,604918213470564992,5840.2,-0.172,4.2,-9999.0,-9999.0,-9999.0,-9999.0,10.720113356736597,-9999.0
532,604922985178465152,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
533,604914944999667328,6109.6,0.022,4.193,-9999.0,-9999.0,-9999.0,-9999.0,4.838478650876802,-9999.0
534,604916701642080000,6019.8,-0.016,4.139,-9999.0,-9999.0,-9999.0,-9999.0,6.302518945452213,-9999.0
535,604923848467467648,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
536,604904469575229696,6040.8,0.04,4.188,-9999.0,-9999.0,-9999.0,-9999.0,5.434497233845844,-9999.0
537,604918316549769600,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
538,604918316549769728,5936.2,0.024,4.312,-9999.0,-9999.0,-9999.0,-9999.0,5.874616267121564,-9999.0
539,604909657895767680,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
540,604914223445164416,6037.0,-0.009,4.283,-9999.0,-9999.0,-9999.0,-9999.0,5.24779911456993,-9999.0
541,604923470510326784,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
542,604897631987335296,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
543,604912406674856064,5982.8,-0.051,4.086,-9999.0,-9999.0,-9999.0,-9999.0,6.868940181247201,-9999.0
544,604896837417607808,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
545,604970783870102656,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
546,604905534727086336,6268.8,-0.041,4.304,-9999.0,-9999.0,-9999.0,-9999.0,3.040187045901195,-9999.0
547,604896395036758528,6062.4,0.039,4.005,-9999.0,-9999.0,-9999.0,-9999.0,4.72129314245803,-9999.0
548,598955149595631872,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
549,605001329677769088,5725.5,0.119,4.36,-9999.0,-9999.0,-9999.0,-9999.0,7.083302939433399,-9999.0
550,604918110391371136,5527.4,-0.129,4.451,-9999.0,-9999.0,-9999.0,-9999.0,10.444030149693667,-9999.0
551,604920653012016896,5164.1,-0.08,4.518,-9999.0,-9999.0,-9999.0,-9999.0,12.419696690677865,-9999.0
552,604917831217881728,5964.0,-0.073,3.901,-9999.0,-9999.0,-9999.0,-9999.0,5.02891745044808,-9999.0
553,604917285757665920,6368.8,-0.056,4.164,-9999.0,-9999.0,-9999.0,-9999.0,3.1622601917451707,-9999.0
554,604916426764198400,5117.6,0.069,3.513,-9999.0,-9999.0,-9999.0,-9999.0,1.5602384367023674,-9999.0
555,604917045239468544,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
556,604911268509027328,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
557,604910310730772992,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
558,604910443873993600,6026.2,-0.018,4.142,-9999.0,-9999.0,-9999.0,-9999.0,5.951757396336376,-9999.0
559,604923126912959104,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
560,604904538294704768,6102.8,0.014,4.209,-9999.0,-9999.0,-9999.0,-9999.0,4.894566230496107,-9999.0
561,604916010151555072,6068.3,-0.042,4.229,-9999.0,-9999.0,-9999.0,-9999.0,5.314051751549255,-9999.0
562,604904156041874560,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
563,604902923387005440,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
564,604962640612163200,5692.5,-0.046,4.402,-9999.0,24.4,-9999.0,-9999.0,8.229785610977176,4.230749302008996
565,604895364244625920,5593.6,-0.029,4.468,-9999.0,-9999.0,-9999.0,-9999.0,6.476783075528625,-9999.0
566,604976315787962240,5906.9,0.013,4.251,-9999.0,-9999.0,-9999.0,-9999.0,7.097842223358309,-9999.0
567,598885944787392000,6013.7,0.069,4.301,-9999.0,-9999.0,-9999.0,-9999.0,4.672482202193569,-9999.0
568,605001707634588544,5307.0,-0.119,4.526,-9999.0,-9999.0,-9999.0,-9999.0,8.971428968116607,-9999.0
569,604925875692160640,6080.8,0.058,4.276,-9999.0,18.9,-9999.0,-9999.0,4.297633056826368,4.722921576748457
570,598898073775010816,6037.2,-0.005,4.239,-9999.0,-9999.0,-9999.0,-9999.0,5.598785246982768,-9999.0
571,604917629355040896,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
572,604917625065211008,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
573,604917320117398400,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
574,604920962249663360,5283.1,0.004,3.685,-9999.0,-9999.0,-9999.0,-9999.0,2.762449110261278,-9999.0
575,604917796857988480,5990.6,0.119,4.26,-9999.0,-9999.0,-9999.0,-9999.0,4.902680689874051,-9999.0
576,604911582041107456,5949.5,-0.001,4.138,-9999.0,-9999.0,-9999.0,-9999.0,7.004422867813202,-9999.0
577,604917148318677120,5964.6,-0.023,4.28,-9999.0,-9999.0,-9999.0,-9999.0,6.342663212614482,-9999.0
578,604922779020036992,6066.9,-0.033,4.159,-9999.0,-9999.0,-9999.0,-9999.0,5.936495584320016,-9999.0
579,604919789722800256,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
580,604914536978619520,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
581,604911096708974080,5257.8,-0.032,4.488,-9999.0,-9999.0,-9999.0,-9999.0,12.164851595844482,-9999.0
582,604906565519358464,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
583,604913918503337728,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
584,604903232624649344,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
585,604897288389928832,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
586,604972330058312448,5989.5,0.007,4.267,-9999.0,-9999.0,-9999.0,-9999.0,5.830831810712925,-9999.0
587,604905633510610048,5557.4,-0.028,4.496,-9999.0,-9999.0,-9999.0,-9999.0,5.203059620246552,-9999.0
588,604971020092675328,6035.3,-0.046,3.993,-9999.0,-9999.0,-9999.0,-9999.0,5.593702069115294,-9999.0
589,604905947043939072,6011.2,-0.034,4.259,-9999.0,-9999.0,-9999.0,-9999.0,6.0260454871480045,-9999.0
590,604966866859978240,5572.1,0.052,4.455,-9999.0,-9999.0,-9999.0,-9999.0,6.638460169903839,-9999.0
591,604949034155646592,5970.6,0.062,4.202,-9999.0,-9999.0,-9999.0,-9999.0,6.007882517751936,-9999.0
592,604901957018617728,5896.8,-0.159,4.294,-9999.0,-9999.0,-9999.0,-9999.0,7.865165970189716,-9999.0
593,604973635728426752,5434.9,0.005,4.512,-9999.0,24.9,-9999.0,-9999.0,5.581334006654598,4.013878445848663
594,598890381488889088,5899.1,0.053,4.332,-9999.0,-9999.0,-9999.0,-9999.0,5.718443187648025,-9999.0
595,604926494167460352,5292.6,0.022,4.454,-9999.0,30.5,-9999.0,-9999.0,13.261218425621022,5.539079445466808
596,604998237300962048,5873.6,0.088,4.312,-9999.0,-9999.0,-9999.0,-9999.0,6.146154734740424,-9999.0
597,598959822520052480,5843.1,0.005,4.349,-9999.0,-9999.0,-9999.0,-9999.0,6.631879563840396,-9999.0
